web-scraper-order,web-scraper-start-url,Preis,plz,jahr,ps-stand,Farbe
"1669622809-1614","https://www.autolina.ch/elektro-auto","47'200","3053","2022","204","weiss"
"1669622809-1615","https://www.autolina.ch/elektro-auto","62'800","6012","2020","408","schwarz"
"1669622809-1616","https://www.autolina.ch/elektro-auto","94'500","8184","2021","573","grau"
"1669622809-1617","https://www.autolina.ch/elektro-auto","88'800","9443","2022","544","weiss"
"1669622809-1618","https://www.autolina.ch/elektro-auto","65'900","8400","2022","242","silber"
"1669622809-1619","https://www.autolina.ch/elektro-auto","70'150","8400","null","325","grün"
"1669622809-1620","https://www.autolina.ch/elektro-auto","69'600","8400","null","325","weiss"
"1669622809-1621","https://www.autolina.ch/elektro-auto","22'940","1228","2022","82","weiss"
"1669622809-1622","https://www.autolina.ch/elektro-auto","37'950","9542","null","136","rot"
"1669622809-1623","https://www.autolina.ch/elektro-auto","76'900","9466","2021","408","grau"
"1669622809-1624","https://www.autolina.ch/elektro-auto","61'950","5642","null","300","blau"
"1669622809-1625","https://www.autolina.ch/elektro-auto","54'500","8184","null","204","silber"
"1669622809-1626","https://www.autolina.ch/elektro-auto","66'830","1213","null","299","sonstiges"
"1669622809-1627","https://www.autolina.ch/elektro-auto","50'900","4663","null","136","weiss"
"1669622809-1628","https://www.autolina.ch/elektro-auto","35'900","4663","null","136","weiss"
"1669622809-1629","https://www.autolina.ch/elektro-auto","62'600","8413","2022","204","weiss"
"1669622809-1630","https://www.autolina.ch/elektro-auto","84'900","8413","2022","204","gelb"
"1669622809-1631","https://www.autolina.ch/elektro-auto","151'900","3930","2021","524","weiss"
"1669622809-1632","https://www.autolina.ch/elektro-auto","70'900","5430","null","371","orange"
"1669622809-1633","https://www.autolina.ch/elektro-auto","70'500","5430","null","371","weiss"
"1669622809-1634","https://www.autolina.ch/elektro-auto","69'990","9015","null","299","sonstiges"
"1669622809-1635","https://www.autolina.ch/elektro-auto","53'990","1023","2022","204","sonstiges"
"1669622809-1636","https://www.autolina.ch/elektro-auto","73'900","9200","2021","299","schwarz"
"1669622809-1637","https://www.autolina.ch/elektro-auto","84'801","9300","2022","204","sonstiges"
"1669622809-1638","https://www.autolina.ch/elektro-auto","81'909","9300","null","204","sonstiges"
"1669622809-1639","https://www.autolina.ch/elektro-auto","35'480","6331","null","118","grau"
"1669622809-1640","https://www.autolina.ch/elektro-auto","26'840","5610","null","81","grau"
"1669622809-1641","https://www.autolina.ch/elektro-auto","41'134","5727","null","122","weiss"
"1669622809-1642","https://www.autolina.ch/elektro-auto","75'500","5642","2022","601","anthrazit"
"1669622809-1643","https://www.autolina.ch/elektro-auto","40'874","3400","null","136","weiss"
"1669622809-1644","https://www.autolina.ch/elektro-auto","66'340","4800","2022","408","silber"
"1669622809-1645","https://www.autolina.ch/elektro-auto","63'990","9042","null","299","weiss"
"1669622809-1646","https://www.autolina.ch/elektro-auto","50'650","1687","2022","204","rot"
"1669622809-1647","https://www.autolina.ch/elektro-auto","86'360","6010","2021","408","schwarz"
"1669622809-1648","https://www.autolina.ch/elektro-auto","34'680","9500","null","118","weiss"
"1669622809-1649","https://www.autolina.ch/elektro-auto","34'680","9500","null","118","weiss"
"1669622809-1650","https://www.autolina.ch/elektro-auto","43'500","7323","2022","204","weiss"
"1669622809-1651","https://www.autolina.ch/elektro-auto","36'500","9536","2022","118","grau"
"1669622809-1652","https://www.autolina.ch/elektro-auto","94'900","1219","2022","408","silber"
"1669622809-1653","https://www.autolina.ch/elektro-auto","58'450","9435","2021","204","sonstiges"
"1669622809-1654","https://www.autolina.ch/elektro-auto","58'200","5400","2022","218","grau"
"1669622809-1655","https://www.autolina.ch/elektro-auto","39'900","8500","2020","204","weiss"
"1669622809-1656","https://www.autolina.ch/elektro-auto","61'890","8500","2022","204","silber"
"1669622809-1657","https://www.autolina.ch/elektro-auto","69'960","3073","null","408","weiss"
"1669622809-1658","https://www.autolina.ch/elektro-auto","64'310","8610","null","269","blau"
"1669622809-1659","https://www.autolina.ch/elektro-auto","41'900","6110","2020","204","grau"
"1669622809-1660","https://www.autolina.ch/elektro-auto","95'600","6004","null","408","schwarz"
"1669622809-1661","https://www.autolina.ch/elektro-auto","29'900","8207","2019","170","schwarz"
"1669622809-1662","https://www.autolina.ch/elektro-auto","37'900","8750","2020","184","grau"
"1669622809-1663","https://www.autolina.ch/elektro-auto","69'360","3073","null","408","grün"
"1669622809-1664","https://www.autolina.ch/elektro-auto","38'900","4915","2020","204","weiss"
"1669622809-1665","https://www.autolina.ch/elektro-auto","49'100","4132","null","136","weiss"
"1669622809-1666","https://www.autolina.ch/elektro-auto","76'000","8600","2021","408","sonstiges"
"1669622809-1667","https://www.autolina.ch/elektro-auto","124'900","8600","2022","598","silber"
"1669622809-1668","https://www.autolina.ch/elektro-auto","76'900","8600","2022","408","blau"
"1669622809-1669","https://www.autolina.ch/elektro-auto","75'400","8600","2022","408","schwarz"
"1669622809-1670","https://www.autolina.ch/elektro-auto","72'900","8600","2022","299","sonstiges"
"1669622809-1671","https://www.autolina.ch/elektro-auto","59'900","8600","2022","170","schwarz"
"1669622809-1672","https://www.autolina.ch/elektro-auto","61'200","8600","null","170","sonstiges"
"1669622809-1673","https://www.autolina.ch/elektro-auto","81'335","2501","null","601","weiss"
"1669622809-1674","https://www.autolina.ch/elektro-auto","137'260","8200","null","476","grau"
"1669622809-1675","https://www.autolina.ch/elektro-auto","59'590","4310","2022","170","weiss"
"1669622809-1676","https://www.autolina.ch/elektro-auto","63'989","5610","2022","514","weiss"
"1669622809-1677","https://www.autolina.ch/elektro-auto","64'900","6500","2020","400","grau"
"1669622809-1678","https://www.autolina.ch/elektro-auto","35'940","9001","null","122","weiss"
"1669622809-1679","https://www.autolina.ch/elektro-auto","37'860","9001","null","122","weiss"
"1669622809-1680","https://www.autolina.ch/elektro-auto","37'860","9001","null","122","weiss"
"1669622809-1681","https://www.autolina.ch/elektro-auto","27'000","8304","null","82","silber"
"1669622809-1682","https://www.autolina.ch/elektro-auto","27'200","8304","null","82","blau"
"1669622809-1683","https://www.autolina.ch/elektro-auto","80'600","5430","null","292","grau"
"1669622809-1684","https://www.autolina.ch/elektro-auto","34'680","9490","null","118","weiss"
"1669622809-1685","https://www.autolina.ch/elektro-auto","59'900","6423","2021","306","grau"
"1669622809-1686","https://www.autolina.ch/elektro-auto","61'800","9016","2021","286","silber"
"1669622809-1687","https://www.autolina.ch/elektro-auto","70'695","8500","null","371","orange"
"1669622809-1688","https://www.autolina.ch/elektro-auto","62'200","8280","null","299","sonstiges"
"1669622809-1689","https://www.autolina.ch/elektro-auto","85'490","1023","2021","408","grau"
"1669622809-1690","https://www.autolina.ch/elektro-auto","59'990","2504","2022","204","weiss"
"1669622809-1691","https://www.autolina.ch/elektro-auto","48'900","9042","null","204","weiss"
"1669622809-1692","https://www.autolina.ch/elektro-auto","69'900","9042","null","299","silber"
"1669622809-1693","https://www.autolina.ch/elektro-auto","103'900","6932","2022","503","beige"
"1669622809-1694","https://www.autolina.ch/elektro-auto","42'990","8406","2021","204","sonstiges"
"1669622809-1695","https://www.autolina.ch/elektro-auto","129'900","1870","2021","598","grau"
"1669622809-1696","https://www.autolina.ch/elektro-auto","37'940","9245","null","122","weiss"
"1669622809-1697","https://www.autolina.ch/elektro-auto","99'500","9015","null","408","blau"
"1669622809-1698","https://www.autolina.ch/elektro-auto","87'900","8604","2020","503","schwarz"
"1669622809-1699","https://www.autolina.ch/elektro-auto","55'290","6035","2021","204","blau"
"1669622809-1700","https://www.autolina.ch/elektro-auto","68'800","8500","2022","292","gold"
"1669622809-1701","https://www.autolina.ch/elektro-auto","98'800","8304","null","408","blau"
"1669622809-1702","https://www.autolina.ch/elektro-auto","49'900","4663","null","136","weiss"
"1669622809-1703","https://www.autolina.ch/elektro-auto","39'900","8610","2021","204","sonstiges"
"1669622809-1704","https://www.autolina.ch/elektro-auto","65'520","9001","null","325","braun"
"1669622809-1705","https://www.autolina.ch/elektro-auto","64'450","9001","null","325","weiss"
"1669622809-1706","https://www.autolina.ch/elektro-auto","36'300","9001","2022","122","weiss"
"1669622809-1707","https://www.autolina.ch/elektro-auto","58'900","1530","null","204","grau"
"1669622809-1708","https://www.autolina.ch/elektro-auto","35'500","8810","2020","136","weiss"
"1669622809-1709","https://www.autolina.ch/elektro-auto","45'900","5040","2020","513","schwarz"
"1669622809-1710","https://www.autolina.ch/elektro-auto","32'700","7013","2021","154","weiss"
"1669622809-1711","https://www.autolina.ch/elektro-auto","35'480","3940","null","119","grau"
"1669622809-1712","https://www.autolina.ch/elektro-auto","55'900","8307","2022","498","grau"
"1669622809-1713","https://www.autolina.ch/elektro-auto","36'590","9490","null","122","weiss"
"1669622809-1714","https://www.autolina.ch/elektro-auto","66'990","8408","2022","325","grau"
"1669622809-1715","https://www.autolina.ch/elektro-auto","40'555","8404","null","122","weiss"
"1669622809-1716","https://www.autolina.ch/elektro-auto","86'646","6343","2022","204","sonstiges"
"1669622809-1717","https://www.autolina.ch/elektro-auto","62'900","7000","null","299","weiss"
"1669622809-1718","https://www.autolina.ch/elektro-auto","50'193","7000","null","136","weiss"
"1669622809-1719","https://www.autolina.ch/elektro-auto","41'550","9200","null","204","sonstiges"
"1669622809-1720","https://www.autolina.ch/elektro-auto","82'900","5040","null","204","sonstiges"
"1669622809-1721","https://www.autolina.ch/elektro-auto","62'600","5040","null","204","weiss"
"1669622809-1722","https://www.autolina.ch/elektro-auto","41'400","6010","null","136","grau"
"1669622809-1723","https://www.autolina.ch/elektro-auto","36'480","5400","null","136","weiss"
"1669622809-1724","https://www.autolina.ch/elektro-auto","61'990","2555","2022","170","schwarz"
"1669622809-1725","https://www.autolina.ch/elektro-auto","68'000","7500","2022","299","weiss"
"1669622809-1726","https://www.autolina.ch/elektro-auto","39'000","4132","null","136","rot"
"1669622809-1727","https://www.autolina.ch/elektro-auto","36'000","4132","null","136","schwarz"
"1669622809-1728","https://www.autolina.ch/elektro-auto","36'800","1700","null","136","weiss"
"1669622809-1729","https://www.autolina.ch/elektro-auto","58'060","1815","null","269","blau"
"1669622809-1730","https://www.autolina.ch/elektro-auto","39'138","6060","null","122","weiss"
"1669622809-1731","https://www.autolina.ch/elektro-auto","39'250","6285","null","136","blau"
"1669622809-1732","https://www.autolina.ch/elektro-auto","79'990","8406","2020","408","grau"
"1669622809-1733","https://www.autolina.ch/elektro-auto","57'900","6330","2022","204","sonstiges"
"1669622809-1734","https://www.autolina.ch/elektro-auto","29'800","8645","2019","170","sonstiges"
"1669622809-1735","https://www.autolina.ch/elektro-auto","43'900","9466","null","204","weiss"
"1669622809-1736","https://www.autolina.ch/elektro-auto","55'615","4702","null","204","weiss"
"1669622809-1737","https://www.autolina.ch/elektro-auto","38'786","3984","null","122","weiss"
"1669622809-1738","https://www.autolina.ch/elektro-auto","70'160","5630","2022","299","sonstiges"
"1669622809-1739","https://www.autolina.ch/elektro-auto","70'355","8610","null","371","weiss"
"1669622809-1740","https://www.autolina.ch/elektro-auto","41'900","3000","2021","204","sonstiges"
"1669622809-1741","https://www.autolina.ch/elektro-auto","54'050","8280","null","204","sonstiges"
"1669622809-1742","https://www.autolina.ch/elektro-auto","38'900","3000","2021","204","weiss"
"1669622809-1743","https://www.autolina.ch/elektro-auto","70'600","8952","null","371","blau"
"1669622809-1744","https://www.autolina.ch/elektro-auto","69'700","8952","null","371","schwarz"
"1669622809-1745","https://www.autolina.ch/elektro-auto","71'500","8952","2022","371","schwarz"
"1669622809-1746","https://www.autolina.ch/elektro-auto","42'850","9200","null","204","blau"
"1669622809-1747","https://www.autolina.ch/elektro-auto","66'900","6467","2021","265","grau"
"1669622809-1748","https://www.autolina.ch/elektro-auto","60'800","8854","2022","218","grau"
"1669622809-1749","https://www.autolina.ch/elektro-auto","69'020","4852","2022","299","sonstiges"
"1669622809-1750","https://www.autolina.ch/elektro-auto","69'994","9000","null","371","rot"
"1669622809-1751","https://www.autolina.ch/elektro-auto","41'780","3000","2022","136","schwarz"
"1669622809-1752","https://www.autolina.ch/elektro-auto","55'500","9490","2021","204","weiss"
"1669622809-1753","https://www.autolina.ch/elektro-auto","58'850","5610","2022","269","weiss"
"1669622809-1754","https://www.autolina.ch/elektro-auto","20'500","5634","2017","170","schwarz"
"1669622809-1755","https://www.autolina.ch/elektro-auto","36'649","8152","null","150","rot"
"1669622809-1756","https://www.autolina.ch/elektro-auto","59'180","9300","null","204","sonstiges"
"1669622809-1757","https://www.autolina.ch/elektro-auto","73'380","6210","null","351","weiss"
"1669622809-1758","https://www.autolina.ch/elektro-auto","59'500","8335","2022","218","weiss"
"1669622809-1759","https://www.autolina.ch/elektro-auto","35'940","9001","null","122","weiss"
"1669622809-1760","https://www.autolina.ch/elektro-auto","63'100","1227","2022","242","sonstiges"
"1669622809-1761","https://www.autolina.ch/elektro-auto","31'200","6512","null","82","rot"
"1669622809-1762","https://www.autolina.ch/elektro-auto","31'400","6512","null","82","grau"
"1669622809-1763","https://www.autolina.ch/elektro-auto","42'250","5726","null","136","weiss"
"1669622809-1764","https://www.autolina.ch/elektro-auto","37'698","6952","null","136","weiss"
"1669622809-1765","https://www.autolina.ch/elektro-auto","43'100","1400","null","136","grau"
"1669622809-1766","https://www.autolina.ch/elektro-auto","41'020","2501","null","136","weiss"
"1669622809-1767","https://www.autolina.ch/elektro-auto","41'020","2501","null","136","sonstiges"
"1669622809-1768","https://www.autolina.ch/elektro-auto","72'400","1772","null","371","orange"
"1669622809-1769","https://www.autolina.ch/elektro-auto","44'500","6423","2021","204","blau"
